"ppt" "error" "setsize"
"201" 1 -1.8151424220741 6
"202" 1 0.174532925199433 3
"203" 1 -0.244346095279206 2
"204" 1 0.349065850398866 2
"205" 1 -0.942477796076938 1
"206" 1 -0.663225115757845 3
"207" 1 -0.139626340159547 2
"208" 1 -0.139626340159547 3
"209" 1 0.20943951023932 2
"210" 1 -0.10471975511966 3
"211" 1 0.0349065850398866 1
"212" 1 0.174532925199433 3
"213" 1 -0.279252680319093 2
"214" 1 0.209439510239319 1
"215" 1 -0.418879020478639 2
"216" 1 -0.453785605518526 2
"217" 1 0.523598775598299 2
"218" 1 -2.68780704807127 6
"219" 1 0.314159265358979 6
"220" 1 0.453785605518526 3
"221" 1 0.104719755119659 1
"222" 1 -0.314159265358979 3
"223" 1 -0.174532925199433 6
"224" 1 0.139626340159546 2
"225" 1 0.174532925199433 6
"226" 1 -0.0698131700797724 2
"227" 1 -0.314159265358979 1
"228" 1 -0.383972435438752 2
"229" 1 0.209439510239319 1
"230" 1 -0.279252680319093 6
"231" 1 -0.488692190558412 6
"232" 1 -0.174532925199433 1
"233" 1 0.0349065850398861 1
"234" 1 0.593411945678072 2
"235" 1 0.349065850398866 3
"236" 1 1.50098315671512 6
"237" 1 -0.139626340159546 1
"238" 1 -0.20943951023932 1
"239" 1 -0.0698131700797733 2
"240" 1 -0.663225115757845 3
"241" 1 -0.488692190558412 2
"242" 1 0.488692190558412 6
"243" 1 0.314159265358979 3
"244" 1 -0.523598775598298 3
"245" 1 -0.174532925199434 3
"246" 1 -0.279252680319093 1
"247" 1 -0.383972435438752 1
"248" 1 0.244346095279207 2
"249" 1 0.558505360638186 2
"250" 1 0.0698131700797728 1
"251" 1 -2.23402144255274 3
"252" 1 -0.244346095279206 1
"253" 1 -0.733038285837618 2
"254" 1 1.08210413623648 6
"255" 1 0.034906585039887 6
"256" 1 -0.174532925199433 3
"257" 1 1.91986217719376 6
"258" 1 -0.139626340159547 1
"259" 1 0 3
"260" 1 -0.174532925199433 3
"261" 1 -0.20943951023932 3
"262" 1 -0.034906585039887 2
"263" 1 -0.244346095279206 1
"264" 1 -0.349065850398866 2
"265" 1 -0.279252680319093 1
"266" 1 -0.558505360638185 2
"267" 1 0.767944870877505 6
"268" 1 -0.523598775598299 2
"269" 1 0.0698131700797728 3
"270" 1 -2.51327412287183 6
"271" 1 0.174532925199434 1
"272" 1 0.418879020478639 1
"273" 1 0.0349065850398871 2
"274" 1 0.139626340159547 3
"275" 1 0 2
"276" 1 0.733038285837619 3
"277" 1 -0.104719755119659 1
"278" 1 -0.383972435438753 6
"279" 1 0.0349065850398866 1
"280" 1 0 2
"281" 1 0.0349065850398871 1
"282" 1 -0.349065850398865 3
"283" 1 0.279252680319093 1
"284" 1 -0.279252680319093 6
"285" 1 0 1
"286" 1 0.523598775598299 6
"287" 1 -0.663225115757845 6
"288" 1 -0.174532925199433 1
"289" 1 0.31415926535898 2
"290" 1 -0.314159265358979 6
"291" 1 -0.139626340159547 2
"292" 1 -0.383972435438752 1
"293" 1 -0.523598775598299 6
"294" 1 0.453785605518526 2
"295" 1 -1.64060949687467 6
"296" 1 -1.53588974175501 6
"297" 1 -0.418879020478639 1
"298" 1 0.0349065850398862 3
"299" 1 -1.8151424220741 6
"300" 1 0.10471975511966 2
"301" 1 0.10471975511966 1
"302" 1 1.5707963267949 6
"303" 1 0.0698131700797728 1
"304" 1 0.244346095279206 3
"305" 1 0.31415926535898 2
"306" 1 -0.0698131700797733 2
"307" 1 -0.139626340159546 6
"308" 1 -0.0698131700797728 2
"309" 1 -0.0698131700797723 2
"310" 1 -1.2915436464758 2
"311" 1 0.209439510239319 6
"312" 1 0.488692190558412 1
"313" 1 -0.314159265358979 2
"314" 1 0 1
"315" 1 0.244346095279206 2
"316" 1 -0.942477796076938 6
"317" 1 0.31415926535898 1
"318" 1 -1.5707963267949 6
"319" 1 0.279252680319093 3
"320" 1 -0.663225115757845 6
"321" 1 0.139626340159547 2
"322" 1 -0.314159265358979 2
"323" 1 0.383972435438752 6
"324" 1 0.244346095279207 2
"325" 1 0.0698131700797733 2
"326" 1 -0.418879020478639 3
"327" 1 0 2
"328" 1 0.0698131700797733 6
"329" 1 0 6
"330" 1 0.628318530717959 3
"331" 1 -0.698131700797732 1
"332" 1 0.244346095279206 2
"333" 1 -0.314159265358979 1
"334" 1 0.0349065850398861 1
"335" 1 0.488692190558412 3
"336" 1 0.0349065850398871 3
"337" 1 -0.174532925199433 3
"338" 1 -0.453785605518526 3
"339" 1 -2.72271363311115 6
"340" 1 0.139626340159547 2
"341" 1 -0.383972435438752 6
"342" 1 -0.104719755119659 1
"343" 1 0.0349065850398867 1
"344" 1 -0.977384381116825 2
"345" 1 -0.279252680319092 1
"346" 1 -0.244346095279206 3
"347" 1 0.104719755119659 1
"348" 1 -2.8623399732707 6
"349" 1 1.98967534727354 6
"350" 1 0 1
"351" 1 -0.0698131700797732 3
"352" 1 -0.10471975511966 1
"353" 1 0.802851455917391 3
"354" 1 0.0698131700797733 1
"355" 1 -2.79252680319093 6
"356" 1 0.383972435438753 1
"357" 1 -0.20943951023932 3
"358" 1 0.663225115757844 6
"359" 1 0.0698131700797733 1
"360" 1 0.10471975511966 2
"361" 1 0.0698131700797733 1
"362" 1 -1.71042266695444 3
"363" 1 -0.488692190558412 1
"364" 1 0.139626340159547 1
"365" 1 0.174532925199433 2
"366" 1 0.0698131700797733 2
"367" 1 0.488692190558412 2
"368" 1 -0.383972435438753 6
"369" 1 -1.64060949687467 6
"370" 1 -0.139626340159546 6
"371" 1 -2.54818070791172 6
"372" 1 -0.10471975511966 2
"373" 1 0.244346095279206 3
"374" 1 -0.383972435438752 1
"375" 1 0.174532925199433 6
"376" 1 -0.698131700797732 6
"377" 1 -0.0698131700797724 1
"378" 1 0 1
"379" 1 2.61799387799149 6
"380" 1 -0.279252680319093 2
"381" 1 -0.349065850398866 1
"382" 1 -0.279252680319093 2
"383" 1 -0.488692190558412 1
"384" 1 -0.139626340159547 2
"385" 1 2.8623399732707 6
"386" 1 -0.802851455917391 6
"387" 1 -0.698131700797733 6
"388" 1 -0.174532925199433 2
"389" 1 0.0349065850398862 2
"390" 1 2.23402144255274 3
"391" 1 -0.837758040957278 3
"392" 1 0.10471975511966 2
"393" 1 -0.0698131700797733 3
"394" 1 3.10668606854991 6
"395" 1 -0.872664625997165 1
"396" 1 2.75762021815104 6
"397" 1 -0.20943951023932 3
"398" 1 3.00196631343025 2
"399" 1 -1.15191730631626 6
"400" 1 0.104719755119659 1
"401" 1 -0.244346095279206 2
"402" 1 -1.0471975511966 6
"403" 1 -0.593411945678072 6
"404" 1 0.0349065850398862 1
"405" 1 -0.628318530717959 6
"406" 1 0.0349065850398871 3
"407" 1 0.10471975511966 1
"408" 1 -0.174532925199434 1
"409" 1 0.279252680319093 6
"410" 1 -0.139626340159547 1
"411" 1 -0.383972435438752 3
"412" 1 0.0698131700797733 2
"413" 1 -0.0698131700797733 1
"414" 1 -0.244346095279206 6
"415" 1 -0.10471975511966 1
"416" 1 0.209439510239319 6
"417" 1 2.89724655831059 6
"418" 1 0.139626340159547 6
"419" 1 0.244346095279206 2
"420" 1 0.523598775598298 3
"421" 1 -0.139626340159546 3
"422" 1 -2.96705972839036 6
"423" 1 -0.418879020478639 2
"424" 1 0.174532925199433 3
"425" 1 2.89724655831059 6
"426" 1 -0.104719755119659 1
"427" 1 -2.79252680319093 6
"428" 1 -0.383972435438753 2
"429" 1 -3.03687289847013 6
"430" 1 0.418879020478639 3
"431" 1 0.383972435438752 6
"432" 1 0.139626340159547 1
"433" 1 0.0349065850398862 3
"434" 1 0.453785605518526 3
"435" 1 -0.139626340159546 1
"436" 1 -0.244346095279206 1
"437" 1 0.558505360638185 1
"438" 1 0.244346095279207 3
"439" 1 1.18682389135614 3
"440" 1 -0.0349065850398862 6
"441" 1 -0.453785605518526 3
"442" 1 -0.174532925199433 6
"443" 1 0.174532925199433 3
"444" 1 -0.139626340159546 1
"445" 1 0.593411945678072 6
"446" 1 0.698131700797732 3
"447" 1 -0.244346095279206 3
"448" 1 0.0349065850398862 1
"449" 1 4.9013437356467e-17 3
"450" 1 0.209439510239319 3
"451" 1 0 2
"452" 1 -0.139626340159546 3
"453" 1 0.767944870877505 3
"454" 1 0.383972435438753 2
"455" 1 0.349065850398866 2
"456" 1 -0.0698131700797737 6
"457" 1 2.96705972839036 2
"458" 1 0.244346095279206 1
"459" 1 0.488692190558412 2
"460" 1 -0.139626340159547 3
"461" 1 -0.314159265358979 1
"462" 1 -0.349065850398866 1
"463" 1 0.0698131700797732 3
"464" 1 2.8623399732707 6
"465" 1 -0.279252680319093 2
"466" 1 -0.0698131700797733 3
"467" 1 -0.279252680319093 2
"468" 1 -0.10471975511966 1
"469" 1 0.418879020478639 6
"470" 1 -0.174532925199433 1
"471" 1 0.418879020478639 3
"472" 1 1.74532925199433 3
"473" 1 0.0698131700797733 3
"474" 1 -0.0698131700797724 1
"475" 1 -0.139626340159546 1
"476" 1 -0.10471975511966 1
"477" 1 0.0349065850398867 2
"478" 1 -1.39626340159546 6
"479" 1 -0.0698131700797733 2
"480" 1 0 2
"481" 1 -0.279252680319093 2
"482" 1 -0.139626340159547 2
"483" 1 -0.104719755119659 3
"484" 1 0.872664625997166 6
"485" 1 -0.698131700797732 6
"486" 1 0.383972435438753 3
"487" 1 -2.09439510239319 2
"488" 1 0.10471975511966 3
"489" 1 2.37364778271229 6
"490" 1 -0.0349065850398866 1
"491" 1 0 1
"492" 1 -0.767944870877505 6
"493" 1 -0.523598775598299 6
"494" 1 -0.174532925199433 3
"495" 1 -0.104719755119659 2
"496" 1 0 3
"497" 1 0 1
"498" 1 -0.20943951023932 1
"499" 1 0.0698131700797733 1
"500" 1 0 2
"501" 2 1.60570291183478 6
"502" 2 -0.418879020478639 3
"503" 2 0 1
"504" 2 -0.383972435438753 2
"505" 2 -0.0698131700797733 2
"506" 2 0.453785605518525 2
"507" 2 -0.0698131700797741 2
"508" 2 2.65290046303138 6
"509" 2 0.104719755119659 1
"510" 2 0.349065850398866 3
"511" 2 -0.069813170079773 3
"512" 2 0 1
"513" 2 -0.837758040957278 3
"514" 2 0.279252680319093 3
"515" 2 0.279252680319093 2
"516" 2 0.10471975511966 1
"517" 2 -0.279252680319093 6
"518" 2 -0.942477796076938 2
"519" 2 0.0349065850398862 3
"520" 2 0.314159265358979 1
"521" 2 -1.2915436464758 3
"522" 2 1.85004900711399 6
"523" 2 -2.02458193231342 6
"524" 2 0.10471975511966 1
"525" 2 0.244346095279206 3
"526" 2 -0.977384381116824 2
"527" 2 -0.418879020478639 2
"528" 2 -2.12930168743308 3
"529" 2 -0.698131700797731 3
"530" 2 0.244346095279206 1
"531" 2 0.0698131700797728 3
"532" 2 0.558505360638185 3
"533" 2 -0.174532925199433 3
"534" 2 -0.244346095279206 1
"535" 2 -0.0349065850398862 2
"536" 2 0.139626340159547 2
"537" 2 0.174532925199433 1
"538" 2 -0.0349065850398871 3
"539" 2 0.0698131700797733 1
"540" 2 1.25663706143592 6
"541" 2 0.558505360638186 3
"542" 2 0.10471975511966 2
"543" 2 -0.523598775598299 1
"544" 2 0.942477796076938 3
"545" 2 -0.0349065850398871 1
"546" 2 0.174532925199433 3
"547" 2 2.72271363311115 6
"548" 2 -1.74532925199433 3
"549" 2 0.418879020478639 6
"550" 2 -0.174532925199433 1
"551" 2 0.20943951023932 2
"552" 2 0.10471975511966 1
"553" 2 0.10471975511966 1
"554" 2 -0.20943951023932 1
"555" 2 -2.44346095279206 6
"556" 2 -1.53588974175501 6
"557" 2 0.453785605518526 2
"558" 2 -0.10471975511966 1
"559" 2 0.349065850398866 3
"560" 2 2.58308729295161 6
"561" 2 0.10471975511966 3
"562" 2 0.0349065850398871 3
"563" 2 0.10471975511966 3
"564" 2 0.244346095279206 1
"565" 2 -0.418879020478639 3
"566" 2 0.558505360638185 3
"567" 2 -0.31415926535898 2
"568" 2 0.174532925199433 2
"569" 2 -0.0349065850398864 1
"570" 2 -2.75762021815104 6
"571" 2 0.0349065850398867 1
"572" 2 -0.523598775598299 3
"573" 2 0.488692190558412 3
"574" 2 0.0349065850398867 6
"575" 2 1.88495559215388 6
"576" 2 0.279252680319093 6
"577" 2 -0.279252680319093 6
"578" 2 0.314159265358978 2
"579" 2 1.91986217719376 2
"580" 2 -0.0698131700797733 3
"581" 2 -0.0698131700797724 1
"582" 2 -0.418879020478639 2
"583" 2 -0.279252680319093 3
"584" 2 0.558505360638185 3
"585" 2 -0.20943951023932 1
"586" 2 0.663225115757845 3
"587" 2 0.0349065850398862 3
"588" 2 -0.174532925199433 2
"589" 2 0.314159265358979 2
"590" 2 3.07177948351002 6
"591" 2 0.942477796076938 3
"592" 2 0.0698131700797737 1
"593" 2 0.174532925199433 2
"594" 2 -0.139626340159546 6
"595" 2 -0.20943951023932 1
"596" 2 -0.0698131700797733 1
"597" 2 1.22173047639603 6
"598" 2 -0.174532925199433 2
"599" 2 2.58308729295161 3
"600" 2 1.88495559215388 2
"601" 2 2.23402144255274 6
"602" 2 0.209439510239319 3
"603" 2 -0.31415926535898 2
"604" 2 0.10471975511966 2
"605" 2 -0.174532925199433 1
"606" 2 0.0698131700797733 1
"607" 2 0.663225115757845 3
"608" 2 1.08210413623648 6
"609" 2 0.523598775598299 2
"610" 2 1.74532925199433 6
"611" 2 0 3
"612" 2 0.663225115757845 6
"613" 2 -0.488692190558413 2
"614" 2 0.209439510239319 1
"615" 2 0.139626340159547 3
"616" 2 -0.104719755119659 2
"617" 2 -1.43116998663535 6
"618" 2 -0.802851455917391 6
"619" 2 0.349065850398866 1
"620" 2 0.10471975511966 1
"621" 2 -0.0698131700797734 1
"622" 2 0.244346095279206 1
"623" 2 0.418879020478639 2
"624" 2 -0.698131700797732 3
"625" 2 0.10471975511966 1
"626" 2 0.20943951023932 6
"627" 2 0.139626340159547 2
"628" 2 -0.10471975511966 3
"629" 2 -0.174532925199433 3
"630" 2 0.20943951023932 2
"631" 2 0.174532925199433 2
"632" 2 0.244346095279206 3
"633" 2 0.174532925199433 1
"634" 2 -0.41887902047864 6
"635" 2 0.174532925199433 2
"636" 2 0.10471975511966 6
"637" 2 -2.89724655831059 6
"638" 2 -0.139626340159546 3
"639" 2 -1.39626340159546 6
"640" 2 2.05948851735331 6
"641" 2 0.104719755119659 2
"642" 2 -0.488692190558412 1
"643" 2 -0.244346095279207 1
"644" 2 0.244346095279206 2
"645" 2 -2.58308729295161 6
"646" 2 0.0349065850398866 1
"647" 2 0.139626340159546 3
"648" 2 0.907571211037051 6
"649" 2 -0.10471975511966 3
"650" 2 2.23402144255274 6
"651" 2 -0.488692190558413 2
"652" 2 -0.139626340159547 1
"653" 2 0.104719755119659 6
"654" 2 2.3387411976724 3
"655" 2 -0.069813170079773 6
"656" 2 0.349065850398866 3
"657" 2 -2.61799387799149 6
"658" 2 0.139626340159546 1
"659" 2 2.37364778271229 6
"660" 2 -0.139626340159546 1
"661" 2 -0.244346095279206 3
"662" 2 0 1
"663" 2 -0.383972435438753 3
"664" 2 0.244346095279206 1
"665" 2 0.0349065850398865 1
"666" 2 -0.244346095279206 3
"667" 2 -0.977384381116824 2
"668" 2 0.244346095279206 2
"669" 2 -0.0698131700797733 2
"670" 2 0.0698131700797733 1
"671" 2 -0.698131700797732 6
"672" 2 0 1
"673" 2 -0.174532925199433 3
"674" 2 -0.10471975511966 6
"675" 2 -0.523598775598299 1
"676" 2 -0.802851455917392 3
"677" 2 -0.104719755119659 3
"678" 2 -0.0698131700797732 1
"679" 2 -0.244346095279206 1
"680" 2 -0.139626340159547 3
"681" 2 -2.37364778271229 2
"682" 2 2.68780704807127 6
"683" 2 -0.0698131700797733 6
"684" 2 -0.383972435438753 6
"685" 2 0.453785605518526 2
"686" 2 -0.802851455917391 6
"687" 2 -0.488692190558412 2
"688" 2 0.31415926535898 1
"689" 2 -1.18682389135614 3
"690" 2 0.349065850398866 1
"691" 2 0.837758040957279 6
"692" 2 -0.0349065850398866 1
"693" 2 -0.663225115757846 6
"694" 2 -0.174532925199433 2
"695" 2 0 2
"696" 2 -0.10471975511966 1
"697" 2 0.314159265358979 1
"698" 2 -0.20943951023932 2
"699" 2 2.26892802759263 3
"700" 2 0.244346095279206 2
"701" 2 0.174532925199433 1
"702" 2 0.0349065850398862 6
"703" 2 0.523598775598299 3
"704" 2 -0.0349065850398862 1
"705" 2 -0.244346095279206 2
"706" 2 0.139626340159546 3
"707" 2 0.0698131700797733 1
"708" 2 0.872664625997166 6
"709" 2 -2.65290046303138 6
"710" 2 -0.523598775598299 1
"711" 2 2.40855436775218 6
"712" 2 3.10668606854991 2
"713" 2 3.10668606854991 3
"714" 2 0.488692190558412 1
"715" 2 -0.104719755119659 3
"716" 2 -0.314159265358979 6
"717" 2 1.22173047639603 6
"718" 2 0.383972435438753 6
"719" 2 -0.139626340159546 3
"720" 2 -0.349065850398866 3
"721" 2 0.663225115757845 6
"722" 2 0.139626340159547 3
"723" 2 -0.558505360638186 2
"724" 2 -2.23402144255274 3
"725" 2 -0.139626340159546 3
"726" 2 0.733038285837618 6
"727" 2 0.733038285837619 3
"728" 2 -1.43116998663535 2
"729" 2 -0.244346095279206 2
"730" 2 -0.418879020478639 3
"731" 2 1.78023583703422 2
"732" 2 0.0349065850398866 6
"733" 2 0.418879020478639 2
"734" 2 1.60570291183478 6
"735" 2 0.0349065850398864 2
"736" 2 -0.174532925199434 2
"737" 2 0.0349065850398871 2
"738" 2 0.383972435438753 2
"739" 2 -0.663225115757846 3
"740" 2 -0.558505360638185 2
"741" 2 -0.663225115757845 3
"742" 2 -2.68780704807127 6
"743" 2 -0.0698131700797733 6
"744" 2 -0.488692190558412 3
"745" 2 2.37364778271229 6
"746" 2 0 1
"747" 2 0.0349065850398866 1
"748" 2 -0.174532925199433 1
"749" 2 -0.104719755119659 1
"750" 2 0.139626340159546 3
"751" 2 0.10471975511966 1
"752" 2 -0.0349065850398862 1
"753" 2 1.15191730631626 6
"754" 2 0 1
"755" 2 -0.139626340159547 1
"756" 2 -1.11701072127637 3
"757" 2 -1.2915436464758 6
"758" 2 0.174532925199433 2
"759" 2 -0.628318530717958 2
"760" 2 -0.20943951023932 3
"761" 2 0.10471975511966 2
"762" 2 -1.64060949687467 6
"763" 2 0.767944870877505 2
"764" 2 -0.244346095279207 3
"765" 2 0.383972435438752 1
"766" 2 1.88495559215388 3
"767" 2 -1.15191730631626 2
"768" 2 0.279252680319093 2
"769" 2 0.244346095279206 1
"770" 2 -0.0349065850398866 2
"771" 2 0.872664625997165 2
"772" 2 -0.767944870877505 3
"773" 2 0.209439510239319 6
"774" 2 -0.139626340159547 1
"775" 2 -1.46607657167524 6
"776" 2 -0.907571211037052 2
"777" 2 -0.593411945678071 1
"778" 2 0.10471975511966 2
"779" 2 -0.663225115757845 6
"780" 2 -0.593411945678071 6
"781" 2 -0.488692190558413 3
"782" 2 0 2
"783" 2 -0.0349065850398861 1
"784" 2 -0.314159265358979 3
"785" 2 -0.349065850398866 3
"786" 2 -0.10471975511966 1
"787" 2 -0.174532925199433 1
"788" 2 0.0349065850398871 2
"789" 2 -0.0698131700797733 1
"790" 2 2.8623399732707 6
"791" 2 0.349065850398866 1
"792" 2 0.0698131700797732 2
"793" 2 0.453785605518526 2
"794" 2 -0.767944870877506 3
"795" 2 0.174532925199433 2
"796" 2 -0.20943951023932 1
"797" 2 3.10668606854991 3
"798" 2 3.10668606854991 3
"799" 2 -0.174532925199433 2
"800" 2 0.698131700797732 1
"801" 2 0.0698131700797732 6
"802" 2 0.174532925199433 1
"803" 2 0.244346095279206 6
"804" 2 -1.74532925199433 6
"805" 2 1.39626340159546 6
"806" 2 -0.0349065850398871 2
"807" 2 -2.40855436775217 6
"808" 2 -0.20943951023932 1
"809" 2 -0.872664625997165 3
"810" 2 -1.01229096615671 2
"811" 2 -0.279252680319092 1
"812" 2 -0.349065850398866 1
"813" 2 0.977384381116825 3
"814" 2 2.23402144255274 6
"815" 2 0.977384381116824 6
"816" 2 -0.942477796076938 2
"817" 2 -0.10471975511966 1
"818" 2 0.244346095279206 3
"819" 2 -0.174532925199433 1
"820" 2 0 6
"821" 2 -1.2915436464758 2
"822" 2 0.139626340159546 6
"823" 2 2.72271363311115 3
"824" 2 -1.85004900711399 3
"825" 2 0.104719755119659 2
"826" 2 -0.244346095279207 2
"827" 2 0.0698131700797728 1
"828" 2 -0.802851455917392 3
"829" 2 0.279252680319092 3
"830" 2 -0.244346095279206 3
"831" 2 -0.244346095279206 1
"832" 2 -0.279252680319093 1
"833" 2 0.418879020478639 3
"834" 2 0.279252680319093 6
"835" 2 0.0349065850398862 6
"836" 2 0.104719755119659 1
"837" 2 -1.5707963267949 6
"838" 2 -0.139626340159546 3
"839" 2 2.79252680319093 6
"840" 2 0.558505360638185 3
"841" 2 0.0349065850398865 1
"842" 2 0.733038285837619 2
"843" 2 0.0698131700797733 3
"844" 2 -1.36135681655558 2
"845" 2 0 2
"846" 2 0.244346095279206 6
"847" 2 0.593411945678072 6
"848" 2 -0.453785605518525 3
"849" 2 -0.349065850398866 3
"850" 2 -1.53588974175501 3
"851" 2 -0.488692190558412 2
